Shipment_ID,Supplier_Name,Product_Category,Import_Cost,Quantity,Shipping_Days,Expected_Days,Delay_Days,Damage_Rate,Return_Rate,Region,Month,Weather_Risk,Port_Congestion_Score,Payment_Delay,Risk_Label
SHP0216,Nashik Distributors,Textiles,140326.23,4073,17,16,1,0.0,5.1,Thane,2,Low,2.1,12,Low
SHP0217,Nagpur Freight,Pharmaceuticals,163050.08,2668,11,9,2,5.84,5.57,Amravati,2,High,4.1,6,Medium
SHP0218,Chennai Logistics,Textiles,171015.6,1476,18,16,2,9.03,1.65,Nashik,2,Medium,5.6,1,Low
SHP0219,Guangzhou Exports,Pharmaceuticals,10125.39,4588,25,22,3,12.81,9.93,Nagpur,9,High,4.3,12,Medium
SHP0220,Mumbai Port Co,Electronics,65311.69,3971,9,9,0,4.67,2.97,Nanded,7,High,4.7,9,Low
SHP0221,Delhi Import Hub,Pharmaceuticals,130256.02,3736,27,17,10,4.41,4.02,Nagpur,6,Medium,7.1,9,Medium
SHP0222,Nashik Distributors,Pharmaceuticals,154717.42,1107,15,12,3,7.54,3.17,Pune,1,Medium,5.5,3,Low
SHP0223,Delhi Import Hub,Electronics,37108.13,2693,20,16,4,9.33,6.64,Aurangabad,9,High,3.0,7,Medium
SHP0224,Chennai Logistics,Pharmaceuticals,128836.13,4562,17,13,4,6.51,4.76,Nanded,5,Medium,2.1,7,Low
SHP0225,Mumbai Port Co,Food & Agri,129992.55,4898,24,23,1,4.44,5.41,Nanded,11,High,2.4,1,Medium
SHP0226,Nashik Distributors,Electronics,169293.35,4667,19,17,2,0.82,2.06,Pune,1,Low,8.4,10,Low
SHP0227,Nashik Distributors,Food & Agri,131970.35,4736,16,15,1,2.14,0.0,Thane,1,Medium,6.6,7,Low
SHP0228,Aurangabad Traders,Machinery,130171.92,2524,20,16,4,11.49,3.38,Kolhapur,11,Medium,3.2,5,Medium
SHP0229,Nagpur Freight,Machinery,139279.65,1344,13,9,4,11.73,4.81,Nashik,8,Medium,4.7,6,Medium
SHP0230,Nashik Distributors,Textiles,65953.59,2665,13,11,2,2.56,1.11,Kolhapur,6,High,9.9,5,Medium
SHP0231,Pune Supply Chain,Textiles,114521.99,2664,28,23,5,1.92,4.27,Thane,5,Low,5.2,2,Low
SHP0232,Delhi Import Hub,Pharmaceuticals,14868.03,3196,16,10,6,1.43,3.88,Solapur,3,High,4.8,6,Medium
SHP0233,Pune Supply Chain,Electronics,153808.67,4131,19,13,6,4.8,2.89,Thane,5,High,5.2,12,Medium
SHP0234,Mumbai Port Co,Machinery,103561.67,2022,19,19,0,0.0,3.88,Mumbai,1,Low,6.3,2,Low
SHP0235,Nagpur Freight,Textiles,177056.2,3905,26,26,0,9.13,5.49,Kolhapur,2,Medium,5.8,2,Medium
SHP0236,Chennai Logistics,Pharmaceuticals,76326.64,3353,30,30,0,5.62,3.3,Nanded,1,Medium,1.4,4,Low
SHP0237,Guangzhou Exports,Pharmaceuticals,112878.47,652,31,18,13,11.79,6.95,Aurangabad,9,Medium,5.5,2,Medium
SHP0238,Nashik Distributors,Machinery,30089.36,842,10,10,0,2.73,1.52,Amravati,6,Medium,4.4,6,Low
SHP0239,Delhi Import Hub,Food & Agri,122480.28,3338,13,13,0,10.33,4.84,Nagpur,1,High,1.4,9,Medium
SHP0240,Pune Supply Chain,Pharmaceuticals,106269.88,1270,25,22,3,6.37,5.14,Solapur,3,High,9.0,6,Medium
SHP0241,Pune Supply Chain,Chemicals,81626.14,2501,15,12,3,8.99,4.39,Amravati,9,High,4.0,7,Medium
SHP0242,Nashik Distributors,Pharmaceuticals,97604.06,186,16,16,0,6.32,0.65,Kolhapur,2,Medium,4.0,12,Low
SHP0243,Chennai Logistics,Pharmaceuticals,175059.33,268,30,30,0,0.0,2.26,Nanded,11,High,5.3,2,Low
SHP0244,Guangzhou Exports,Chemicals,15014.26,3985,40,30,10,13.04,9.11,Nanded,12,Low,5.7,0,Medium
SHP0245,Delhi Import Hub,Machinery,52228.33,4740,29,28,1,0.0,1.83,Thane,1,High,2.0,8,Low
SHP0246,Kolkata Goods Ltd,Food & Agri,85527.22,1720,19,11,8,10.28,5.07,Thane,10,Medium,5.5,4,Medium
SHP0247,Shenzhen Traders,Pharmaceuticals,31926.08,1748,33,29,4,8.52,11.01,Thane,11,High,3.9,8,High
SHP0248,Kolkata Goods Ltd,Pharmaceuticals,191553.67,3815,22,17,5,9.08,7.42,Aurangabad,6,High,4.1,0,Medium
SHP0249,Nagpur Freight,Food & Agri,191680.79,2335,16,13,3,4.95,3.0,Aurangabad,5,High,3.7,3,Low
SHP0250,Guangzhou Exports,Machinery,142472.71,2647,42,29,13,16.92,8.86,Aurangabad,12,Medium,4.1,7,High
SHP0251,Mumbai Port Co,Electronics,136941.34,3160,31,25,6,6.77,3.12,Aurangabad,3,Medium,8.4,2,Medium
SHP0252,Chennai Logistics,Textiles,20410.74,3673,32,29,3,4.18,3.79,Nashik,8,High,3.3,7,Low
SHP0253,Aurangabad Traders,Textiles,186939.67,2275,21,15,6,3.39,6.63,Nanded,12,Low,2.0,5,Medium
SHP0254,Guangzhou Exports,Chemicals,135617.62,4400,22,8,14,12.93,13.47,Pune,1,Low,6.7,5,High
SHP0255,Pune Supply Chain,Food & Agri,97118.76,1176,29,29,0,3.55,3.36,Kolhapur,3,Low,9.7,6,Low
SHP0256,Nagpur Freight,Food & Agri,131855.04,2403,27,22,5,5.28,4.95,Pune,1,Medium,3.6,13,Low
SHP0257,Nashik Distributors,Chemicals,109354.69,355,20,14,6,3.31,2.08,Mumbai,3,Low,4.8,5,Low
SHP0258,Nagpur Freight,Electronics,187638.71,2421,17,12,5,3.93,4.49,Nanded,10,Low,1.1,0,Low
SHP0259,Pune Supply Chain,Chemicals,93598.07,4500,19,16,3,6.94,3.03,Amravati,3,High,5.4,11,Low
SHP0260,Chennai Logistics,Food & Agri,162718.71,2758,13,13,0,0.0,2.45,Aurangabad,11,Low,7.6,9,Low
SHP0261,Delhi Import Hub,Pharmaceuticals,148640.49,2466,15,7,8,4.62,7.16,Nagpur,4,High,7.1,4,High
SHP0262,Kolkata Goods Ltd,Chemicals,105479.73,760,25,20,5,11.65,8.3,Nagpur,3,Medium,7.0,0,Medium
SHP0263,Pune Supply Chain,Machinery,6331.87,3192,20,14,6,9.14,2.75,Solapur,5,Low,5.0,6,Medium
SHP0264,Nashik Distributors,Food & Agri,116711.08,2192,32,30,2,2.78,0.9,Mumbai,4,High,4.2,2,Low
SHP0265,Mumbai Port Co,Food & Agri,64827.24,3371,22,21,1,7.52,4.09,Aurangabad,12,High,5.5,3,Low
SHP0266,Mumbai Port Co,Chemicals,183645.43,2466,31,27,4,0.0,5.3,Nagpur,4,Medium,6.5,0,Medium
SHP0267,Delhi Import Hub,Food & Agri,150808.29,3110,22,21,1,2.64,2.41,Amravati,8,Medium,7.3,9,Low
SHP0268,Guangzhou Exports,Electronics,137666.67,4930,20,14,6,16.04,9.91,Solapur,9,Low,5.7,6,Medium
SHP0269,Nashik Distributors,Textiles,17042.82,4536,11,10,1,0.0,3.99,Nagpur,9,High,2.8,3,Low
SHP0270,Pune Supply Chain,Chemicals,91158.91,1732,23,23,0,3.72,7.0,Amravati,2,High,6.2,8,Medium
SHP0271,Shenzhen Traders,Food & Agri,30729.15,3453,24,21,3,10.95,7.36,Thane,9,Medium,6.1,13,Medium
SHP0272,Chennai Logistics,Electronics,9245.24,2134,32,30,2,4.29,4.06,Pune,10,Low,7.7,5,Low
SHP0273,Kolkata Goods Ltd,Electronics,141575.05,4483,23,18,5,8.41,6.86,Thane,2,Low,9.4,4,Medium
SHP0274,Chennai Logistics,Machinery,40096.36,1159,23,20,3,3.16,3.47,Kolhapur,11,High,9.8,4,Medium
SHP0275,Kolkata Goods Ltd,Textiles,174575.96,3142,27,21,6,3.01,8.83,Amravati,11,Medium,1.7,6,Medium
SHP0276,Pune Supply Chain,Electronics,39802.36,4451,14,10,4,0.0,8.18,Nashik,12,Medium,5.8,4,Medium
SHP0277,Shenzhen Traders,Chemicals,95285.76,4510,24,16,8,8.88,9.23,Nashik,4,Medium,5.8,0,Medium
SHP0278,Pune Supply Chain,Electronics,58751.7,974,11,11,0,10.74,3.62,Nanded,7,Low,8.3,5,Medium
SHP0279,Guangzhou Exports,Textiles,18121.73,4915,23,13,10,16.49,10.3,Mumbai,11,Low,5.0,6,High
SHP0280,Shenzhen Traders,Pharmaceuticals,90597.75,4471,31,19,12,11.83,8.4,Nagpur,1,Low,7.8,9,High
SHP0281,Chennai Logistics,Textiles,164078.32,4769,18,14,4,6.56,3.28,Solapur,11,Medium,6.2,0,Low
SHP0282,Chennai Logistics,Pharmaceuticals,197210.63,4320,16,11,5,0.0,2.61,Mumbai,5,Low,4.7,1,Low
SHP0283,Nashik Distributors,Pharmaceuticals,182757.64,3549,30,30,0,2.99,2.64,Kolhapur,6,High,5.5,6,Low
SHP0284,Pune Supply Chain,Textiles,86183.3,1272,35,29,6,6.36,3.51,Thane,9,Medium,4.4,8,Low
SHP0285,Guangzhou Exports,Chemicals,172220.54,1232,27,16,11,11.32,11.19,Kolhapur,9,Medium,9.2,7,High
SHP0286,Aurangabad Traders,Chemicals,31148.09,2039,25,23,2,9.13,3.7,Pune,11,Medium,2.8,5,Low
SHP0287,Pune Supply Chain,Pharmaceuticals,109448.93,1610,10,9,1,5.05,1.81,Nanded,11,Low,3.4,0,Low
SHP0288,Shenzhen Traders,Textiles,41691.84,4863,18,9,9,9.46,6.02,Thane,4,High,7.0,0,High
SHP0289,Pune Supply Chain,Food & Agri,191618.85,175,16,16,0,1.03,7.28,Pune,12,Low,9.4,9,Medium
SHP0290,Nagpur Freight,Machinery,140647.13,1725,15,14,1,13.76,6.96,Solapur,9,Medium,9.2,3,Medium
SHP0291,Kolkata Goods Ltd,Chemicals,109061.77,2993,21,21,0,15.87,4.22,Thane,9,Medium,3.4,0,Medium
SHP0292,Mumbai Port Co,Pharmaceuticals,96550.63,2673,35,30,5,11.32,5.77,Mumbai,7,Low,4.3,7,Medium
SHP0293,Guangzhou Exports,Machinery,33454.93,2186,39,30,9,17.56,11.52,Kolhapur,10,High,9.4,6,High
SHP0294,Delhi Import Hub,Food & Agri,69323.73,3161,16,13,3,5.81,3.49,Amravati,8,High,8.5,3,Medium
SHP0295,Pune Supply Chain,Textiles,153855.32,4052,15,15,0,4.7,2.02,Thane,8,High,6.8,0,Low
SHP0296,Pune Supply Chain,Pharmaceuticals,32291.91,4527,14,12,2,9.18,5.84,Mumbai,9,Medium,2.7,0,Medium
SHP0297,Shenzhen Traders,Electronics,189311.68,447,11,9,2,14.82,6.04,Nashik,11,Low,4.7,4,Medium
SHP0298,Delhi Import Hub,Chemicals,47650.34,3785,11,7,4,3.09,5.21,Nanded,11,Medium,1.5,0,Medium
SHP0299,Nagpur Freight,Pharmaceuticals,6289.41,4569,9,7,2,7.96,1.81,Aurangabad,9,Medium,1.1,6,Low
SHP0300,Chennai Logistics,Textiles,102932.13,3577,7,7,0,4.66,2.45,Amravati,2,Low,2.0,10,Low
SHP0301,Guangzhou Exports,Machinery,125857.26,2117,21,13,8,13.71,10.24,Pune,7,Medium,3.4,7,High
SHP0302,Kolkata Goods Ltd,Electronics,115175.43,1900,27,21,6,9.12,5.6,Mumbai,2,Medium,7.2,2,Medium
SHP0303,Kolkata Goods Ltd,Electronics,78548.07,3949,20,19,1,14.25,4.51,Nagpur,12,Low,6.7,2,Low
SHP0304,Nagpur Freight,Electronics,130756.91,2763,21,20,1,9.68,4.41,Amravati,2,High,9.8,9,Medium
SHP0305,Guangzhou Exports,Pharmaceuticals,180748.23,4693,18,13,5,15.84,8.33,Aurangabad,2,Medium,3.4,13,Medium
SHP0306,Nashik Distributors,Food & Agri,11415.85,2626,28,28,0,2.93,3.27,Nagpur,10,Low,9.7,6,Low
SHP0307,Kolkata Goods Ltd,Machinery,63358.99,4669,14,9,5,8.61,7.09,Amravati,7,Low,6.1,4,Medium
SHP0308,Kolkata Goods Ltd,Electronics,32290.37,692,38,30,8,15.63,5.89,Mumbai,6,High,7.7,0,High
SHP0309,Kolkata Goods Ltd,Machinery,168541.56,2840,19,14,5,16.74,5.39,Kolhapur,10,High,7.9,11,High
SHP0310,Shenzhen Traders,Chemicals,58298.77,3740,37,27,10,10.34,9.14,Kolhapur,9,Medium,3.1,11,Medium
SHP0311,Delhi Import Hub,Food & Agri,119245.65,3163,29,28,1,5.39,3.84,Nashik,5,Low,7.9,0,Low
SHP0312,Mumbai Port Co,Machinery,57254.55,3162,9,9,0,0.33,3.07,Kolhapur,3,High,8.1,1,Medium
SHP0313,Pune Supply Chain,Textiles,22846.48,2575,12,10,2,0.33,4.66,Pune,5,Medium,4.2,8,Low
SHP0314,Mumbai Port Co,Electronics,89041.01,4612,12,12,0,5.12,5.46,Mumbai,2,High,5.6,0,Medium
SHP0315,Pune Supply Chain,Chemicals,23147.53,4949,31,24,7,6.26,2.59,Aurangabad,1,Medium,8.8,4,Medium
SHP0316,Kolkata Goods Ltd,Textiles,146344.55,4633,16,9,7,9.23,8.08,Kolhapur,3,Low,6.1,1,Medium
SHP0317,Delhi Import Hub,Chemicals,63720.6,4089,18,15,3,1.76,4.78,Aurangabad,7,Low,1.6,1,Low
SHP0318,Chennai Logistics,Pharmaceuticals,157619.99,3008,22,22,0,6.71,4.18,Thane,12,Medium,9.5,7,Low
SHP0319,Nashik Distributors,Pharmaceuticals,94283.02,1159,13,13,0,1.05,4.43,Solapur,7,Medium,1.1,5,Low
SHP0320,Kolkata Goods Ltd,Machinery,90843.47,3577,29,17,12,10.18,7.38,Aurangabad,3,High,9.8,3,High
SHP0321,Nashik Distributors,Food & Agri,44166.04,2623,30,29,1,1.54,3.42,Aurangabad,6,Low,9.7,8,Low
SHP0322,Nagpur Freight,Electronics,157485.0,2719,26,25,1,3.01,1.33,Solapur,7,Medium,3.5,7,Low
SHP0323,Nashik Distributors,Food & Agri,120484.27,4519,13,13,0,0.0,2.78,Mumbai,9,Low,7.1,14,Low
SHP0324,Nagpur Freight,Textiles,45881.44,2436,32,29,3,9.52,5.16,Thane,7,High,1.6,4,Medium
SHP0325,Chennai Logistics,Chemicals,54272.93,1312,17,14,3,2.13,2.53,Pune,7,High,4.8,6,Low
SHP0326,Nashik Distributors,Pharmaceuticals,118537.58,4427,22,22,0,4.98,1.65,Kolhapur,12,High,9.3,1,Medium
SHP0327,Shenzhen Traders,Textiles,141818.69,4448,24,18,6,9.3,8.06,Pune,2,High,6.7,4,Medium
SHP0328,Pune Supply Chain,Machinery,131164.97,412,17,12,5,6.42,3.95,Kolhapur,11,High,9.9,8,Medium
SHP0329,Kolkata Goods Ltd,Pharmaceuticals,7056.82,2169,20,10,10,10.67,7.02,Amravati,9,Low,5.6,0,Medium
SHP0330,Nashik Distributors,Textiles,91926.82,3254,14,14,0,1.08,0.78,Amravati,10,Medium,8.0,4,Low
SHP0331,Pune Supply Chain,Food & Agri,99140.36,2470,9,7,2,6.59,3.86,Pune,2,Medium,9.3,6,Low
SHP0332,Delhi Import Hub,Electronics,65818.62,3780,21,18,3,0.07,3.12,Thane,6,Low,5.7,4,Low
SHP0333,Nagpur Freight,Electronics,140868.84,2662,30,30,0,8.8,8.06,Pune,12,Low,3.7,9,Medium
SHP0334,Pune Supply Chain,Textiles,26325.72,1396,28,27,1,9.47,4.3,Amravati,3,High,3.2,3,Medium
SHP0335,Pune Supply Chain,Textiles,88142.03,3835,24,24,0,4.09,3.22,Nagpur,11,Low,8.2,5,Low
SHP0336,Kolkata Goods Ltd,Food & Agri,10692.49,1666,25,19,6,9.01,7.87,Mumbai,7,Medium,6.3,9,Medium
SHP0337,Guangzhou Exports,Machinery,59277.24,562,23,13,10,10.55,4.89,Nagpur,9,High,1.9,8,Medium
SHP0338,Pune Supply Chain,Pharmaceuticals,94222.33,2199,13,13,0,4.33,1.66,Solapur,9,High,8.8,0,Medium
SHP0339,Kolkata Goods Ltd,Textiles,81546.08,985,33,26,7,11.28,5.85,Nanded,8,Medium,4.2,0,Medium
SHP0340,Chennai Logistics,Textiles,120082.83,1147,26,26,0,4.18,0.0,Pune,5,Medium,2.1,5,Low
SHP0341,Pune Supply Chain,Chemicals,32564.92,3232,30,29,1,6.74,4.24,Kolhapur,10,Medium,6.4,1,Low
SHP0342,Delhi Import Hub,Textiles,128922.82,1469,28,22,6,5.52,4.95,Nagpur,5,High,2.5,1,Medium
SHP0343,Pune Supply Chain,Pharmaceuticals,125784.95,2991,21,21,0,2.35,3.65,Kolhapur,4,Low,5.4,11,Low
SHP0344,Aurangabad Traders,Textiles,101519.12,4078,27,27,0,0.16,6.94,Thane,8,Medium,7.4,4,Medium
SHP0345,Mumbai Port Co,Machinery,11017.84,1856,25,25,0,7.12,1.79,Amravati,4,Medium,1.3,12,Low
SHP0346,Delhi Import Hub,Machinery,115301.84,4107,26,21,5,4.54,9.31,Pune,10,High,5.6,2,Medium
SHP0347,Aurangabad Traders,Electronics,110698.46,390,23,18,5,5.9,6.6,Kolhapur,4,High,5.0,11,Medium
SHP0348,Guangzhou Exports,Electronics,175587.92,314,24,16,8,12.74,10.92,Thane,2,Medium,3.4,2,High
SHP0349,Guangzhou Exports,Food & Agri,163087.03,4866,27,13,14,15.41,9.27,Nanded,12,High,4.2,5,High
SHP0350,Kolkata Goods Ltd,Pharmaceuticals,125149.48,1742,13,12,1,6.09,9.4,Solapur,10,Low,8.2,2,Medium
SHP0351,Chennai Logistics,Pharmaceuticals,110059.87,2701,26,26,0,4.61,4.37,Aurangabad,10,High,3.6,7,Low
SHP0352,Mumbai Port Co,Food & Agri,192740.54,3421,15,11,4,1.73,0.16,Nagpur,11,Low,9.9,11,Medium
SHP0353,Delhi Import Hub,Chemicals,33517.47,2688,16,14,2,5.25,7.66,Kolhapur,11,Low,7.9,7,Medium
SHP0354,Delhi Import Hub,Chemicals,128318.39,3443,29,25,4,12.5,3.71,Pune,11,Medium,5.1,8,Medium
SHP0355,Aurangabad Traders,Electronics,59254.01,3073,33,30,3,5.81,7.06,Nanded,6,Medium,9.6,7,Medium
SHP0356,Mumbai Port Co,Chemicals,194569.31,2984,33,30,3,7.22,2.27,Nashik,7,Low,8.2,1,Low
SHP0357,Guangzhou Exports,Chemicals,57364.68,2373,26,22,4,9.1,14.11,Nanded,3,Medium,5.9,0,Medium
SHP0358,Pune Supply Chain,Electronics,153639.53,426,29,28,1,4.17,4.61,Mumbai,8,Low,6.6,8,Low
SHP0359,Delhi Import Hub,Textiles,94021.04,3554,26,21,5,4.25,4.67,Aurangabad,3,Low,10.0,6,Medium
SHP0360,Chennai Logistics,Electronics,132644.65,2101,9,9,0,7.82,2.98,Nagpur,11,Low,4.3,7,Low
SHP0361,Kolkata Goods Ltd,Electronics,64574.3,1968,34,27,7,12.52,7.36,Pune,12,Medium,6.9,0,Medium
SHP0362,Guangzhou Exports,Electronics,20198.05,4913,31,22,9,13.05,8.94,Mumbai,8,Low,5.7,7,Medium
SHP0363,Pune Supply Chain,Chemicals,197690.21,3509,15,10,5,5.06,4.62,Nashik,2,High,2.2,11,Medium
SHP0364,Mumbai Port Co,Chemicals,162161.58,895,32,30,2,11.81,4.13,Nagpur,5,Medium,4.3,0,Low
SHP0365,Delhi Import Hub,Food & Agri,198623.33,1220,32,27,5,7.14,7.58,Nanded,1,Low,5.8,7,Medium
SHP0366,Delhi Import Hub,Food & Agri,73481.61,1795,23,21,2,2.33,4.58,Nanded,7,High,7.7,1,Medium
SHP0367,Nagpur Freight,Machinery,21904.17,873,15,13,2,8.77,8.34,Kolhapur,10,Low,7.8,6,Medium
SHP0368,Kolkata Goods Ltd,Pharmaceuticals,159259.95,2079,19,17,2,10.33,9.39,Amravati,4,Medium,6.8,2,Medium
SHP0369,Nashik Distributors,Pharmaceuticals,123480.65,269,30,30,0,2.04,0.43,Amravati,4,High,8.9,7,Medium
SHP0370,Aurangabad Traders,Chemicals,150829.51,2471,15,13,2,6.26,2.23,Thane,4,High,1.5,3,Low
SHP0371,Mumbai Port Co,Machinery,102418.6,4915,18,14,4,2.88,6.45,Solapur,1,Low,5.8,3,Medium
SHP0372,Delhi Import Hub,Chemicals,172858.73,4706,22,19,3,8.8,2.16,Nagpur,11,Medium,4.3,0,Low
SHP0373,Mumbai Port Co,Pharmaceuticals,119535.88,162,7,7,0,7.79,1.9,Kolhapur,1,Medium,2.9,15,Low
SHP0374,Chennai Logistics,Pharmaceuticals,143962.67,3453,27,27,0,3.55,5.08,Amravati,2,Medium,7.3,13,Medium
SHP0375,Nashik Distributors,Pharmaceuticals,59106.21,2588,18,11,7,5.63,4.05,Nagpur,4,Low,5.6,7,Low
SHP0376,Pune Supply Chain,Electronics,119355.25,591,23,19,4,3.35,2.36,Nashik,12,Medium,7.3,4,Medium
SHP0377,Guangzhou Exports,Food & Agri,185302.41,1000,16,9,7,13.64,11.39,Aurangabad,1,Medium,6.5,8,Medium
SHP0378,Delhi Import Hub,Pharmaceuticals,7469.67,1174,13,10,3,10.43,2.72,Solapur,8,High,1.1,4,Medium
SHP0379,Aurangabad Traders,Electronics,55553.16,3096,30,30,0,0.0,3.83,Pune,5,Low,7.7,4,Low
SHP0380,Pune Supply Chain,Chemicals,58036.22,573,26,20,6,6.89,1.95,Pune,10,Medium,7.4,12,Medium
SHP0381,Nagpur Freight,Electronics,75224.16,4142,30,23,7,8.75,4.55,Aurangabad,3,High,2.5,1,Medium
SHP0382,Nashik Distributors,Textiles,145941.78,1921,28,28,0,5.27,5.77,Mumbai,1,High,5.6,11,Medium
SHP0383,Shenzhen Traders,Food & Agri,75975.42,1279,25,22,3,8.64,8.28,Amravati,1,Low,9.4,0,Medium
SHP0384,Kolkata Goods Ltd,Machinery,67751.39,3459,20,14,6,8.56,6.07,Nanded,2,High,3.9,0,Medium
SHP0385,Mumbai Port Co,Chemicals,136298.51,481,26,23,3,2.4,0.66,Mumbai,9,Low,3.0,0,Low
SHP0386,Mumbai Port Co,Machinery,173876.28,2595,22,21,1,9.32,6.32,Mumbai,8,Medium,1.8,3,Medium
SHP0387,Guangzhou Exports,Pharmaceuticals,114942.31,2539,22,16,6,16.41,8.0,Solapur,8,High,6.6,6,High
SHP0388,Nagpur Freight,Textiles,147830.35,4527,19,13,6,10.68,4.8,Mumbai,7,Low,2.4,4,Medium
SHP0389,Aurangabad Traders,Food & Agri,129008.66,128,18,18,0,2.52,3.55,Kolhapur,11,Medium,1.0,6,Low
SHP0390,Chennai Logistics,Food & Agri,45012.9,2001,13,10,3,0.59,4.99,Nagpur,1,Medium,5.4,3,Low
SHP0391,Chennai Logistics,Food & Agri,13560.55,1946,9,9,0,0.76,0.0,Thane,6,High,4.7,8,Low
SHP0392,Mumbai Port Co,Pharmaceuticals,23637.52,1143,29,25,4,3.16,3.13,Nanded,2,High,8.4,7,Medium
SHP0393,Shenzhen Traders,Food & Agri,134176.57,1120,20,20,0,10.41,9.59,Kolhapur,6,Low,3.6,0,Medium
SHP0394,Pune Supply Chain,Electronics,93287.78,1963,19,17,2,0.93,4.93,Nanded,3,Low,9.5,4,Low
SHP0395,Delhi Import Hub,Textiles,37053.12,3867,10,10,0,9.49,3.53,Solapur,9,Medium,4.7,1,Low
SHP0396,Nagpur Freight,Food & Agri,95352.59,1032,20,16,4,10.45,2.97,Aurangabad,11,Low,2.4,5,Medium
SHP0397,Nashik Distributors,Chemicals,46929.05,2735,10,8,2,4.08,2.35,Solapur,4,Low,1.8,3,Low
SHP0398,Aurangabad Traders,Pharmaceuticals,137050.76,2181,8,8,0,5.26,1.86,Thane,7,Low,1.3,0,Low
SHP0399,Aurangabad Traders,Textiles,23471.43,884,18,14,4,7.71,0.0,Nashik,1,Low,2.1,0,Low
SHP0400,Guangzhou Exports,Electronics,77586.75,738,28,19,9,21.17,10.04,Mumbai,2,High,6.3,2,High
SHP0401,Guangzhou Exports,Electronics,91469.11,1105,34,27,7,19.12,8.71,Pune,6,Low,9.1,1,High
SHP0402,Nagpur Freight,Electronics,37757.9,4751,10,8,2,4.14,5.25,Thane,7,Medium,8.4,11,Medium
SHP0403,Kolkata Goods Ltd,Chemicals,88199.48,2949,34,28,6,8.24,6.42,Aurangabad,5,Low,9.2,0,Medium
SHP0404,Delhi Import Hub,Chemicals,124750.78,2063,13,8,5,5.77,4.64,Amravati,7,High,3.7,17,Medium
SHP0405,Shenzhen Traders,Food & Agri,59556.32,1174,14,9,5,9.74,7.15,Nashik,9,Medium,2.8,9,Medium
SHP0406,Aurangabad Traders,Pharmaceuticals,197933.71,2991,10,7,3,0.69,5.84,Solapur,8,Medium,5.9,2,Low
SHP0407,Aurangabad Traders,Machinery,80734.35,1523,25,17,8,8.24,3.11,Mumbai,4,Low,3.9,10,Medium
SHP0408,Shenzhen Traders,Food & Agri,108239.3,4834,27,22,5,14.56,8.97,Nashik,2,Low,9.8,1,Medium
SHP0409,Guangzhou Exports,Textiles,109069.47,508,21,15,6,18.09,9.33,Solapur,7,Low,6.2,3,Medium
SHP0410,Delhi Import Hub,Pharmaceuticals,120541.3,2989,14,14,0,7.27,9.13,Solapur,12,High,1.3,0,Medium
SHP0411,Nashik Distributors,Electronics,114806.23,1592,12,11,1,6.24,1.84,Thane,3,Medium,5.9,6,Low
SHP0412,Mumbai Port Co,Pharmaceuticals,50361.55,1842,8,8,0,5.28,2.63,Solapur,1,Low,5.7,8,Low
SHP0413,Guangzhou Exports,Food & Agri,71448.01,1503,22,11,11,22.77,11.16,Nanded,3,Medium,1.5,6,High
SHP0414,Delhi Import Hub,Pharmaceuticals,170063.77,3039,13,10,3,4.94,5.68,Kolhapur,11,Low,4.4,3,Low
SHP0415,Mumbai Port Co,Food & Agri,63844.2,1167,19,17,2,7.95,0.99,Thane,7,Low,7.6,9,Low
SHP0416,Pune Supply Chain,Textiles,142900.67,4653,17,12,5,4.65,0.0,Solapur,10,High,9.0,2,Medium
SHP0417,Nashik Distributors,Chemicals,78784.9,2462,16,12,4,1.93,0.0,Nanded,1,Low,2.6,2,Low
SHP0418,Nashik Distributors,Chemicals,40505.94,2656,11,8,3,3.64,1.52,Pune,10,High,3.0,3,Low
SHP0419,Delhi Import Hub,Food & Agri,150341.95,1999,18,17,1,3.23,8.23,Pune,3,Medium,9.8,3,Medium
SHP0420,Pune Supply Chain,Electronics,7222.15,1767,26,21,5,9.56,6.0,Aurangabad,6,Low,7.2,3,Medium
SHP0421,Shenzhen Traders,Machinery,80257.73,3487,14,8,6,11.93,6.19,Kolhapur,8,Low,9.0,6,Medium
SHP0422,Aurangabad Traders,Textiles,24778.57,3977,19,19,0,8.56,3.07,Nashik,11,High,6.9,5,Medium
SHP0423,Nagpur Freight,Electronics,160842.94,323,13,9,4,6.22,6.17,Pune,5,Medium,1.2,3,Medium
SHP0424,Pune Supply Chain,Pharmaceuticals,178146.6,1368,16,12,4,0.96,4.25,Solapur,2,High,1.7,12,Medium
SHP0425,Nashik Distributors,Electronics,142378.41,3583,22,22,0,0.0,3.03,Nagpur,7,High,2.5,5,Low
SHP0426,Mumbai Port Co,Machinery,45082.34,1606,20,17,3,5.47,4.27,Amravati,12,Medium,7.3,9,Low
SHP0427,Chennai Logistics,Electronics,51321.92,456,18,16,2,2.28,3.35,Nagpur,8,Medium,6.1,12,Low
SHP0428,Pune Supply Chain,Electronics,88383.16,2462,8,7,1,2.08,6.21,Nashik,8,High,6.6,4,Medium
SHP0429,Shenzhen Traders,Chemicals,38312.28,2440,13,13,0,14.54,6.93,Aurangabad,2,Low,5.3,4,Medium
SHP0430,Nagpur Freight,Machinery,179501.11,2220,26,22,4,7.57,6.42,Nagpur,7,Low,6.8,3,Medium
SHP0431,Kolkata Goods Ltd,Machinery,41383.67,415,25,18,7,8.22,8.48,Nashik,5,Medium,5.0,7,Medium
